No.;k=2;k=3;k=4;k=5;k=6;k=7;k=8;k=9;k=10;k=11;k=12;k=13;k=14
45;0.1580609973132462;0.41181361285527396;0.3887079841662044;0.3938037349330359;0.32720781386743214;0.2842477726087555;0.2563321673134268;0.05937272399543253;0.3040154268219118;0.168095303393726;0.168095303393726;0.168095303393726;0.168095303393726
46;0.09921858469128428;0.32350900291130824;0.3091976229529789;0.30278510605853415;0.23726934794894158;0.19884953108873712;0.1947743318150866;0.20114481276815704;0.2649606109726957;-0.020326794103468507;-0.020326794103468507;-0.020326794103468507;-0.020326794103468507
47;0.16743911649587048;0.06092885061826367;0.022099396670587756;0.1108218103123652;0.08198927130826157;-0.058863035585690636;0.06290058112266696;-0.07464900264119634;-0.032681327112803873;-0.10149032894263978;0.24231756094469675;0.24231756094469675;0.24231756094469675
49;0.41281953686022055;0.30411600228849006;0.3306173815119066;0.28039790545431026;0.23772245868893138;0.40040686767589495;0.3915834795971108;0.3915834795971108;0.4374130069811184;0.4646562859381556;0.4646562859381556;0.4646562859381556;0.4646562859381556
50;0.34025645422710027;0.21772851223780082;0.30825751994710715;0.29277169740018494;0.21187505791874298;0.2931536019298153;0.30629516274863666;0.30629516274863666;0.3126600207626959;0.3665196807524943;0.3665196807524943;0.3665196807524943;0.3665196807524943
52;0.3512782720390751;0.24511855244791486;0.22971468239919973;0.23668066447324299;0.06267926800156261;-0.10684835785053667;0.11111103498103847;0.11111103498103847;0.11235126005517823;-0.07942142676453814;-0.07942142676453814;-0.07942142676453814;-0.07942142676453814
54;0.2038109273484115;0.01918378372353075;0.13068507978955862;0.10326216704801144;0.23667782525563302;0.17947529714893642;0.1989413063524232;0.1989413063524232;-0.08294064054673081;0.10719276988063807;0.10719276988063807;0.10719276988063807;0.10719276988063807
55;0.2318106929854134;0.41907981614732154;0.41907981614732154;0.41528435836566324;0.3861711415981695;0.3804678617040477;0.36013553285228467;0.1264041939134783;0.14115846413002256;0.3213206454226986;0.3213206454226986;0.3213206454226986;0.3213206454226986
60;0.17551982976107994;0.19260188154809818;0.15444005768601055;0.31113677593091676;0.2263390355539124;0.2630874298774859;0.07959464668430137;0.07959464668430137;0.2630874298774859;0.2520783460443593;0.2520783460443593;0.2520783460443593;0.07959464668430137
61;0.13670574685189535;0.21653537691121305;0.20491789830033175;0.15314939571869332;0.16264369192908845;0.16178536329823587;0.0986473631592491;0.1807763106828193;0.18692508915833042;0.17650693623036792;0.17650693623036792;0.17650693623036792;0.17650693623036792
73;0.38285714272223836;0.35454938272332837;-0.033004721675745696;0.021225119479668233;0.17870486884444411;0.1700068484999694;0.13662774853258178;0.13662774853258178;0.14914043418580983;0.15344866410886207;0.15344866410886207;0.15344866410886207;0.14425430563913078
76;0.4249389119413889;0.3641421687084997;0.20375183229934657;0.18788902236192492;0.16735637970399075;0.15585497647321567;0.08844787890233381;0.08844787890233381;0.09940281854485761;0.02998831305641908;0.02998831305641908;0.02998831305641908;0.02998831305641908
