No.;k=2;k=3;k=4;k=5;k=6;k=7;k=8;k=9;k=10;k=11;k=12;k=13;k=14
139;0.20967742500805656;0.406573810646435;0.30523575271335696;0.3020196902411445;0.25759747296813856;0.2812891242766547;0.287035881877204;0.2558336282813758;0.2532971194029538;0.24285975745378952;0.15967329601922614;0.1575333887320178;0.1281247790394497
140;0.09986248789783649;-0.03266633942072221;-0.043834684729314045;0.3194989177386291;0.044302098859419325;0.10007823951149712;0.2370001277045439;0.3361473625369804;0.3364966167419724;0.22940666688911204;-0.06428964386539843;-0.06877560940529864;-0.10116429266374995
141;0.19769292289308232;0.13954087651489966;0.09983058024314054;0.1133594240893248;0.16699027410584022;0.10701672619012939;0.05064496245124946;0.2648711319477873;0.26460556591769124;0.26009508884049937;0.28566227063789934;0.2862249726193452;0.3136078094352772
142;0.34441487498503864;0.32929359690114907;0.3177001280147552;0.3507713425183907;0.1959914435019212;0.09422316981826574;0.08168083779826296;0.03694064537518565;0.03694064537518565;0.022766871863836986;0.03833670321198177;0.03833670321198177;0.03833670321198177
143;0.37743462974904973;0.11335159433761129;0.0788746900425805;0.09265221802669717;0.25457149462250417;0.22731517704870552;0.19683198424550072;0.14534031610892603;0.13171520880574095;0.127136780591573;0.07584882846027169;0.06379316106590613;0.03917933910068921
144;0.3816314800072922;0.2764755385384212;0.3481572648845938;0.3581689767790418;0.1757692368536303;0.22198395972241305;0.2577092334276192;0.22665415176750192;0.22665415176750192;0.23628388149681825;0.1680046422217879;0.1680046422217879;0.1699395041685527
145;0.3071038828657159;0.40569433491314333;0.3943106601847853;0.3130515507864163;0.15190086921195065;0.21476787932753655;0.24362693203626595;0.1399504503405543;0.1207356343000837;0.09314098139121772;0.019588558027157827;0.028528261206879676;0.07549701468448806
146;0.31706749576564547;0.39781816588119473;0.4359932465950038;0.45024086140498015;0.3511010319732339;0.2884331385154984;0.2962537544481753;0.29174786033086103;0.2952719437979613;0.2861423818259004;0.29465360343665;0.29465360343665;0.28763970648225323
147;0.32097660681858603;0.4047357227015579;0.4463697970808106;0.45789373525075544;0.3639994711164715;0.31838952675590343;0.3235617415955208;0.3188883377963446;0.3220178052356385;0.31326326109937314;0.3252380691676365;0.3252380691676365;0.3168676476887587
148;0.23999675891638594;0.3664585801354866;0.33351914237957836;0.3399862354224053;0.26609792827545337;0.20244677727853352;0.21239776619614373;0.1987725393847507;0.20124894332270274;0.2046400363089543;0.21152668297075963;0.21152668297075963;0.19644252814375163
149;0.07173306622197989;0.3608981292800242;0.20203409821534535;0.21747838974928285;0.25143695521232995;0.18348212871511388;0.17829940607946498;0.15224725257735558;0.14967948934814873;0.17896158505507007;0.18589129077948663;0.1875668617776623;0.16033870350484988
150;0.20823405566141495;-0.10349566271709962;0.1605212583382478;0.20224830342805686;0.22413264138700786;0.10292352631190303;0.1502107208745695;0.08858021337852334;0.04567001374714418;0.2172038362513108;0.2039549284945982;0.15302680435491883;0.15302680435491883
151;0.28978334904031633;0.20080411065174555;0.3336042339132861;0.01761986644819834;0.07173057689057076;0.03256347297655034;-0.013083124488602074;0.04322416817233088;0.12336723052347681;-0.05711101433378911;0.02601565311768201;-0.06932292303326014;-0.17137941501848133
152;0.23038383738514795;0.3746728406652236;0.2975309044124843;0.24657245921147145;0.1594481705831481;0.23982805511285854;0.2609037393902706;0.14980725357514488;0.14747069832080908;0.13439775747885319;0.04881444904154114;0.04655547646524974;0.007287105926886799
153;0.1003071540109658;-0.017154615191130186;0.17282373549926258;0.2552791416974109;0.24444595906758082;0.2550752642787508;0.2636112771650213;0.1817514835687421;-0.16245863626030416;-0.04197882556749405;0.118293564991958;0.11994553993387758;0.08745238185003888
154;0.3608062596775402;0.1205063362492995;0.10260711481574547;0.10639915372891588;0.26986959376300773;0.3119246596823779;0.2508794100317416;0.08684761703020853;0.0723235423445401;0.06695545818099771;0.09697749265976487;0.08606649165752125;0.05833417152481635
155;0.3582593599306925;0.22722451534288754;0.21176064228980773;0.2292779171034996;0.1057100626897475;0.21078078275679726;0.21684332674007428;0.19163315632531366;0.1841188526021435;0.20083205032780516;0.2218034838574845;0.21349359963725392;0.19779781412489567
156;0.3767540794186801;0.15768221146812098;0.13717697578600335;0.15342126257874986;0.24699027614971789;0.33517795670078865;0.27980490317213114;0.1361320684683187;0.12165289113002367;0.11572925319860265;0.15767461356501283;0.14711724940324594;0.12124183398862665
157;0.37349698989820146;0.10541148075641191;0.08200548198576267;0.10209358772438701;0.2932612795657322;0.30513085946981394;0.2635165592798977;0.09489026913539007;0.0778391826238886;0.06555639088542273;0.09128073814460273;0.079544594430266;0.04939708625654975
158;0.27300043496307397;0.03155548692592824;0.04486044503915139;0.14023978518171742;0.20166198089804488;0.16744303804991517;0.01663871738106693;0.18040941316640927;0.18823977854998883;0.18023021916794363;0.16883387709928216;0.1749712805325113;0.20545562183029578
159;0.3252056865349973;0.2850212138330722;0.32147257675461605;0.23913259847601456;0.058942589931121635;0.18693518742197432;0.23837762321783412;0.17156943118442328;0.15669345975163038;0.1260132453385978;0.05847142036168642;0.04855948510203514;0.014410099575071922
160;0.39499409844050365;0.20789687628878362;0.18525798312465352;0.21172241543885972;0.21251847067087276;0.31281125447879154;0.3085051918434223;0.17449491449948193;0.16014823647002077;0.16759206951087188;-0.15058140557778896;-0.15058140557778896;-0.15058140557778896
161;0.36359392327038476;0.04990271790697027;-0.0021077850482295346;0.004449453859453115;0.1460164198356046;0.07805840334748138;0.05762762923900234;0.06630760985622282;0.06630760985622282;0.08202245550727942;-0.10111937860765684;-0.10111937860765684;-0.10111937860765684
162;0.28711229517447795;0.3985879742474089;0.39998146526013995;0.364064883638923;0.38023899307400333;0.3523085771965211;0.34391193613107734;0.33584036600367495;0.33584036600367495;0.3214958309954753;0.36776467176396044;0.36776467176396044;0.36776467176396044
163;0.3687075836007084;0.11277436059692321;0.08233951901313952;0.0918832111878039;0.2601467879921502;0.22740841688403532;0.20713047339436785;0.09287855245991249;0.07568133736123084;0.0634867583155869;0.016446942339599938;0.016446942339599938;-0.0028042207400544162
164;0.3113474915270335;0.10092694693671049;0.15389601133009545;0.1684714496831326;-0.002286947796619438;0.11903689895511668;0.13480862629150622;0.14980909107733612;0.14980909107733612;0.13974791512380794;0.1363338640134441;0.1295061889489275;0.11483488002644969
